id,title,collection,volume,source_volume_url,local_text_path,original_text_link,story_dynasty,story_type_primary,story_type_secondary,female_centrality,female_perspective,female_figures,female_agency,ending_type,moral_evaluation,feminist_angles,evidence_keywords,confidence,text_char_count
zby-v18-024,湯翰林,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-024/source.txt,未明,公案/申冤,,边缘,男性转述/旁观,妻妾/已婚女性,低,惊悚收束,弱评价/异闻观照,婚姻/婚配制度|照护劳动/生育责任|妻妾/婢妾与阶层|父权家族/宗法,妻|妾,中,567
zby-v18-025,黑苗洞,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-025/source.txt,清,妖怪/精魅,,边缘,男性转述/旁观,母亲/婆妪,中,婚恋团圆,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度,救|妻,中,352
zby-v18-026,空中扯辮,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-026/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,婚恋团圆,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,鬼|縊|妻,中,191
zby-v18-027,蓬頭鬼,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-027/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,照护劳动/生育责任|父权家族/宗法,鬼,低,264
zby-v18-028,借絲綿入殮,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-028/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,379
zby-v18-029,洞庭君留船,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-029/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,婚姻/婚配制度,,低,124
zby-v18-030,纜將軍失勢,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-030/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-030/source.txt,清,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,90
zby-v18-031,吳二姑娘,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-031/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-031/source.txt,未明,仙神/龙女,术法/道术,核心,男性转述/旁观,凡间女子,低,异闻收束,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|女性互助/代际支持|婚姻/婚配制度,姑娘|娘|姑|嫁,高,773
zby-v18-032,石獅求救命,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-032/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-032/source.txt,魏晋南北朝,公案/申冤,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,殺|救|死,中,249
zby-v18-033,旱魃,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-033/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-033/source.txt,清,公案/申冤,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待,縊|死|嫁,中,327
zby-v18-034,蠍怪,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-034/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-034/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,无明显女性主义切口,死,低,175
zby-v18-035,蛇王,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-035/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-035/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,家庭暴力与虐待,殺,低,335
zby-v18-036,顏淵為先師判獄,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-036/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-036/source.txt,未明,公案/申冤,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,父权家族/宗法|女性欲望与婚恋自主|婚姻/婚配制度,死|妻,中,518
zby-v18-037,豆腐架箸,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-037/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-037/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,家庭暴力与虐待,殺,低,180
zby-v18-038,蔣金娥,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-038/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-038/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,婚恋团圆,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度|父权家族/宗法,,低,324
zby-v18-039,還我血,子不语,子不语·卷18,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B718,stories/zby-v18-039/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v18-039/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度,救|死|妻,中,119
zby-v19-001,周世福,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-001/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,鬼|殺|死,中,117
zby-v19-002,韓宗琦,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-002/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法,,低,457
zby-v19-003,徐俞氏,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-003/source.txt,未明,伦理/报应,,边缘,男性凝视主导,妻妾/已婚女性,低,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|男性凝视与欲望投射,詬|妻|妾,中,249
zby-v19-004,琵琶墳,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-004/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,,低,205
zby-v19-005,曹阿狗,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-005/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法,妻,低,230
zby-v19-006,錢仲玉,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-006/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|妻妾/婢妾与阶层|家庭暴力与虐待|父权家族/宗法,嫁|妾,中,605
zby-v19-007,蝦蟆蠱,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-007/source.txt,未明,公案/申冤,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,女性欲望与婚恋自主,死,低,229
zby-v19-008,礅怪,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-008/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,男性凝视与欲望投射,,低,273
zby-v19-009,六郎神鬥,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-009/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,礼教惩戒,父权家族/宗法|女性欲望与婚恋自主,,低,319
zby-v19-010,返魂香,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-010/source.txt,未明,鬼魂/冥府,,边缘,女性经验可见,母亲/婆妪,低,超脱成仙,弱评价/异闻观照,女性欲望与婚恋自主|妻妾/婢妾与阶层|父权家族/宗法,鬼|魂,中,346
zby-v19-011,觀音作別,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-011/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法,,低,177
zby-v19-012,兔兒神,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-012/source.txt,清,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度,死,中,485
zby-v19-013,玉梅,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-013/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,惊悚收束,礼教惩戒,女性欲望与婚恋自主|妻妾/婢妾与阶层|男性凝视与欲望投射,,低,365
zby-v19-014,盧彪,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-014/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|家庭暴力与虐待,拒,低,366
zby-v19-015,孔林古墓,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-015/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,138
zby-v19-016,史閣部降乩,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-016/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,276
zby-v19-017,懸頭竿子,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-017/source.txt,清,公案/申冤,,无,无明显女性视角,无显著女性形象,无,伸冤昭雪,弱评价/异闻观照,女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度,死,中,436
zby-v19-018,陳紫山,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-018/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度,,低,308
zby-v19-019,忌火日,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-019/source.txt,清,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度,,低,461
zby-v19-020,朱法師,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-020/source.txt,未明,术法/道术,,边缘,男性转述/旁观,狐女/狐仙,低,惊悚收束,弱评价/异闻观照,女体妖魔化/他者化|父权家族/宗法|神怪作为女性出口,狐女/狐仙,中,306
zby-v19-021,城門面孔,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-021/source.txt,未明,杂志异闻,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,无明显女性主义切口,,低,87
zby-v19-022,竹葉鬼,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-022/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,父权家族/宗法,鬼,低,195
zby-v19-023,驢大爺,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-023/source.txt,未明,梦幻/异境,,无,无明显女性视角,婢女/侍女,无,悲剧/消散,弱评价/异闻观照,妻妾/婢妾与阶层,救|死,中,228
zby-v19-024,熊太太,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-024/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|妻妾/婢妾与阶层|婚姻/婚配制度|男性凝视与欲望投射,死,中,239
zby-v19-025,冤鬼錯認,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-025/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主,鬼|救|拒|死,中,424
zby-v19-026,代州獵戶,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-026/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,逃,低,219
zby-v19-027,金剛作鬧,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-027/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|贞节规训,鬼|逃|節,中,381
zby-v19-028,燒頭香,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-028/source.txt,未明,术法/道术,,关键,男性转述/旁观,巫妪/婆子,中,悲剧/消散,礼教惩戒,婚姻/婚配制度|照护劳动/生育责任|女性复仇/申冤|妻妾/婢妾与阶层,索命|死|妻,高,366
zby-v19-029,樹怪,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-029/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,家庭暴力与虐待,死,低,82
zby-v19-030,廣信狐仙,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-030/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-030/source.txt,未明,狐魅叙事,,核心,男性凝视主导,狐女/狐仙,低,报应惩戒,礼教惩戒,女体妖魔化/他者化|女性欲望与婚恋自主|婚姻/婚配制度|父权家族/宗法,狐|狐仙|狐女/狐仙,高,299
zby-v19-031,白石精,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-031/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-031/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,436
zby-v19-032,鬼圈,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-032/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-032/source.txt,未明,鬼魂/冥府,妖怪/精魅,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,家庭暴力与虐待,鬼|逼,中,178
zby-v19-033,東醫寶鑒有法治狐,子不语,子不语·卷19,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B719,stories/zby-v19-033/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v19-033/source.txt,未明,术法/道术,狐魅叙事,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,父权家族/宗法|婚姻/婚配制度|家庭暴力与虐待,虐,中,248
